"","processo","digital","situacao","cd_processo","v1","area","assunto","classe","distribuicao","orgao_julgador","origem","outros_numeros","processo_principal","recurso","relator","revisor","secao","ultima_carga","valor_da_acao","volume_apenso"
"557","02054155920098260100",FALSE,"Encerrado","RI002QSVX0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 28ª Câmara Extraordinária de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 39ª Vara Cível","
                            
                            
                                    2277/2009
                            
                        ",NA,NA,"HAMID BDINE",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 28ª Câmara Extraordinária de Direito Privado.Remessa: 11/09/2017
                            Destino: Foro / Foro Central Cível.Recebimento: 11/09/2017 
                        ","1.000,00","4 / 1"
"558","02054155920098260100",FALSE,"Julgado","RI00528HU0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 39ª Vara Cível","
                            
                            
                                    2277/2009
                            
                        ",NA,NA,"PIVA RODRIGUES",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Recursos / SJ 3.1.7 - Serv. de Proces. Rec. aos Trib. Sup. Dir. Privado 1.Remessa: 22/07/2022
                            Destino: Foro / Foro Central Cível.Recebimento: 22/07/2022 
                        ","1.000,00","6 / 1"
"559","02082432820098260100",FALSE,"Encerrado","RI004YLUB0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 5ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 34ª Vara Cível","
                            
                            
                                    1002383-13.2009.8.26.0100, 583.00.2009.208243
                            
                        ",NA,NA,"ERICKSON GAVAZZA MARQUES",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 5ª Câmara de Direito Privado.Remessa: 27/11/2020
                            Destino: Foro / Foro Central Cível.Recebimento: 27/11/2020 
                        ","50.000,00","2 / 1"
"560","02103585620088260100",FALSE,"Encerrado","RI004K1590000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 10ª Vara Cível","
                            
                            
                                    1851/2008, 583.00.2008.210358-6/000000-000
                            
                        ",NA,NA,"PEDRO DE ALCÂNTARA DA SILVA LEME FILHO","SILVÉRIO DA SILVA"," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / SJ 3.1.4.2 - Serv. de Proces. da 8ª Câmara de Dir. Privado.Remessa: 18/01/2021
                            Destino: Foro / Foro Central Cível.Recebimento: 18/01/2021 
                        ","3.201.558,19","7 / 0"
"561","02103735920078260100",FALSE,"Encerrado","RI005NQVI0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 8ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 11ª Vara Cível","
                            
                            
                                    583.00.2007.210373-1/000000-000, 1707/2007
                            
                        ",NA,NA,"SALLES ROSSI",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / SJ 3.1.4.2 - Serv. de Proces. da 8ª Câmara de Dir. Privado.Remessa: 23/10/2020
                            Destino: Foro / Foro Central Cível.Recebimento: 23/10/2020 
                        ","23.000,00","2 / 1"
"562","02108759020108260100",FALSE,"Encerrado","RI001ANLQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 8ª Vara Cível","
                            
                            
                                    2147/2010
                            
                        ",NA,NA,"GUILHERME SANTINI TEODORO","ALVARO PASSOS"," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 2ª Câmara de Direito Privado.Remessa: 27/06/2013
                            Destino: Foro / Foro Central Cível.Recebimento: 27/06/2013 
                        ","649.454,69","4 / 0"
"563","02108759020108260100",FALSE,"Encerrado","RI003IZDQ0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 8ª Vara Cível","
                            
                            
                                    2147/2010
                            
                        ",NA,NA,"CARLOS GOLDMAN",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Recursos / SJ 3.1.7 - Serv. de Proces. Rec. aos Trib. Sup. Dir. Privado 1.Remessa: 06/10/2022
                            Destino: Foro / Foro Central Cível.Recebimento: 06/10/2022 
                        ","649.454,69","4 / 0"
"564","02134714720108260100",FALSE,NA,"RI003L23Q0000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","02134714720108260100",FALSE,NA,"RI003L23Q0000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","02183535220108260100",FALSE,"Encerrado","RI0041J640000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 2ª Vara Cível","
                            
                            
                                    583.00.2010.218353
                            
                        ",NA,NA,"MAURÍCIO CAMPOS DA SILVA VELHO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 4ª Câmara de Direito Privado.Remessa: 09/09/2021
                            Destino: Foro / Foro Central Cível.Recebimento: 09/09/2021 
                        ","39.949,68","4 / 0"
"567","02215521920098260100",TRUE,"Encerrado","RI006NLXE0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 7ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 29ª Vara Cível","
                            
                                
                                        583.00.2009.221552
                                
                                
                                    2422/09, 583.00.2009.221552
                            
                        ",NA,NA,"RÔMOLO RUSSO",NA," Direito Privado 1
",NA,"588.441,25","3 / 0"
"568","02245793920118260100",FALSE,"Julgado Transitado","RI005NZA80000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 6ª Vara Cível","
                            
                            
                                    2310/2011
                            
                        ",NA,NA,"JOSÉ JOAQUIM DOS SANTOS",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 2ª Câmara de Direito Privado.Remessa: 15/10/2021
                            Destino: Foro / Foro Central Cível.Recebimento: 15/10/2021 
                        ","1.093.404,48","8 / 0"
"569","02246570720098260002",FALSE,"Encerrado","RI006UGX00000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 6ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Regional de Santo Amaro / 3ª Vara Cível","
                            
                            
                                    2699/2009
                            
                        ",NA,NA,"CHRISTIANO JORGE",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 6ª Câmara de Direito Privado.Remessa: 24/03/2023
                            Destino: Foro / Fórum Regional de Santo Amaro.Recebimento: 24/03/2023 
                        ","25.400,00","2 / 1"
"570","02268168520078260100",TRUE,"Encerrado","RI006TFA80000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 2ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 4ª Vara Cível","
                            
                                
                                        583.00.2007.226816
                                
                                
                                    583.00.2007.226816
                            
                        ",NA,NA,"JOSÉ CARLOS FERREIRA ALVES",NA," Direito Privado 1
",NA,"30.000,00","1 / 0"
"571","02277908320118260100",FALSE,NA,"RI0069E210000","
                        
                            
                        
                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","02277908320118260100",FALSE,NA,"RI0069E210000"," 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","02287267920098260100",FALSE,"Encerrado","RI0050KFL0000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 9ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 22ª Vara Cível","
                            
                            
                                    583.00.2009.228726
                            
                        ",NA,NA,"ANGELA LOPES",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Grupos/Câmaras / 9ª Câmara de Direito Privado.Remessa: 31/05/2021
                            Destino: Foro / Foro Central Cível.Recebimento: 31/05/2021 
                        ","303.050,00","6 / 0"
"574","02374998420078260100",FALSE,"Julgado","RI00546W60000",NA,"Cível","DIREITO CIVIL-Responsabilidade Civil-Indenização por Dano Moral-Erro Médico"," Apelação Cível
",NA," 4ª Câmara de Direito Privado
","Comarca de São Paulo / Foro Central Cível / 13ª Vara Cível","
                            
                            
                                    2107/2007, 583.00.2007.237499
                            
                        ",NA,NA,"MAURÍCIO CAMPOS DA SILVA VELHO",NA," Direito Privado 1
","
                            Origem: Serviço de Processamento de Recursos / SJ 3.1.7 - Serv. de Proces. Rec. aos Trib. Sup. Dir. Privado 1.Remessa: 01/03/2023
                            Destino: Posto de Digitalização / Páteo do Colégio.Recebimento: 01/03/2023 
                        ","230.838,57","5 / 1"
